ID,GRAD_YEAR,ACADEMIC_PROGRAM_1,DIVISION_1,ACADEMIC_PROGRAM_2,DIVISION_2,ACADEMIC_PROGRAM_3,DIVISION_3,Org_Name,Position,Industry
349,2011,Economics,Social Sciences,,,,,DeGeorge Room Improvement,Installed Sales Manager,Construction
620,2002,Humanities,Humanities,,,,,Peace Corps,,
621,2007,Humanities,Humanities,,,,,William Morris Endeavor,Director of Marketing,Marketing
244,2003,English,Humanities,,,,,The Guardian,Writer,Journalism
240,2007,English,Humanities,,,,,University of Texas-Austin,Administrative Assistant,Education
241,2008,English,Humanities,,,,,Pasco Hernando Community College,Assistant Director of Libraries,Education
249,2002,English,Humanities,,,,,Callisto Media,Director of Content Operations,
245,2007,English,Humanities,,,,,Palm Beach State College,Professor - English,Education
243,2003,English,Humanities,,,,,Eat Media,Content Strategist,IT Communications
248,2002,English,Humanities,,,,,Alexandria Public Library,Librarian,Education
593,2003,Humanities,Humanities,,,,,Japan Exchange and Teaching Program,English Teacher / Japan,Educational Services
247,2005,English,Humanities,,,,,Harvard University,Software Engineer,Education
238,2015,English,Humanities,,,,,Soukup Strategic Solutions,"Fundraising, Marketing & Communications Specialist",Marketing
239,2004,English,Humanities,,,,,Case Western Reserve University,"Student/Faculty, Researcher, Consultant",Non Profit
600,2015,Humanities,Humanities,,,,,Sarasota Orchestra,Ticket Agent,Music
594,2010,Humanities,Humanities,,,,,Shoreline Sightseeing,Architecture River Tour Docent,
242,2006,English,Humanities,,,,,Cheery the Clown,Clown,Arts & Entertainment
609,2016,Humanities,Humanities,,,,,Clemson University,Teacher of Record,Education
605,2009,Humanities,Humanities,,,,,USF-Sarasota-Manatee,Webmaster,IT Communications
739,2013,Music,Humanities,,,,,Four Winds Cafe,Manager,Food and Lodging
616,2012,Humanities,Humanities,,,,,Driftcatcher LLC,Software Development Lead,Software
604,2003,Humanities,Humanities,,,,,Jaymay Music,,Music
261,2005,Chemistry,Natural Sciences,,,,,HCA Healthcare,Orthopaedic Surgeon,Medical
267,2010,Chemistry,Natural Sciences,,,,,Massachusetts Institute of Technology,Research Assistant,Education
266,2011,Chemistry,Natural Sciences,,,,,Johns Hopkins University,Graduate Assistant,Education
602,2002,Humanities,Humanities,,,,,Johnson & Johnson,Mgr - Organizational Communication,Public Relations
618,2003,Humanities,Humanities,,,,,Alzheimer's Association Queensland,Administration Officer,Non Profit
274,2003,Chemistry,Natural Sciences,,,,,University of Arkansas for Medical Sciences,Asst. Professor & Dir. of Neuro-Oncology,
260,2015,Chemistry,Natural Sciences,,,,,Keller Williams Realty,Licensed Realtor,
263,2013,Chemistry,Natural Sciences,,,,,Texas A&M University,Chemistry Research Assistant,Research
638,2020,Interdisciplinary,Interdisciplinary,,,,,Breaking The Code,Founder,
933,2012,Psychology,Social Sciences,,,,,NewGate School,Education Support Specialist,
265,2004,Chemistry,Natural Sciences,,,,,Quantcast,Staff Modeling Scientist / Engineering Manager,Engineering
644,2014,International and Area Studies,Interdisciplinary,,,,,Horn of Africa Services / Americorps,Refugee/Child Social Work,Non Profit
268,2004,Chemistry,Natural Sciences,,,,,PPD,Group Lead,
279,2005,Chemistry,Natural Sciences,,,,,MIT Center for Cancer Research,Research Technician,Medical Research
1008,2004,Psychology,Social Sciences,,,,,RTI International,Data Scientist,Data Science
646,2015,International and Area Studies,Interdisciplinary,,,,,Exit Bayshore Realty,Real Estate Agent,Real Estate
1010,2005,Psychology,Social Sciences,,,,,University of South Alabama,Resident Physician,Healthcare
284,2013,Chemistry,Natural Sciences,,,,,OSRAM,Optical Engineer,Manufacturing
640,2011,International and Area Studies,Interdisciplinary,,,,,CCG Analytics,Delivery Coordinator,Information Technology
285,2004,Chemistry,Natural Sciences,,,,,L'Oréal,Senior Scientist II,Research
264,2007,Chemistry,Natural Sciences,,,,,General Atomics,Director of NIF Capsule Production,Manufacturing
647,2013,International and Area Studies,Interdisciplinary,,,,,Lake County Superior Court,Family Law Facilitator/Self-Help Center Attorney,Law
262,2003,Chemistry,Natural Sciences,,,,,Unknown,Attorney,Law
269,2008,Chemistry,Natural Sciences,,,,,Canopy Oak Dental,Dentist,Medical
270,2008,Chemistry,Natural Sciences,,,,,USF,Neurology Resident,Healthcare
942,2002,Psychology,Social Sciences,,,,,Georgia Institute of Technology,Ph.D Student / Exp. Psychology,Education
277,2008,Chemistry,Natural Sciences,,,,,Regeneron,"Senior Mgr., Immune, Respiratory, & Infectious",
272,2002,Chemistry,Natural Sciences,,,,,Fl. Senate Cmte on Environmental Preservation & Conservation,Staff Director,Government
280,2003,Chemistry,Natural Sciences,,,,,University of Wisconsin-Madison,Research Program Manager,Education
259,2002,Chemistry,Natural Sciences,,,,,Dynamic International Ministry,Missionary to West Africa,Religion
258,2008,Chemistry,Natural Sciences,,,,,Veterans health administration,,Healthcare
275,2020,Chemistry,Natural Sciences,,,,,New College of Florida,Coordinator for Student Success & Disability,Higher education
283,2003,Chemistry,Natural Sciences,,,,,Georgia Inst. of Technology,PhD Candidate - Chemistry,Education
290,2005,Chemistry,Natural Sciences,,,,,First Physcians Group,Hospitalist,Medical
766,2011,Natural Sciences,Natural Sciences,,,,,Millennium Management,Quantitative Research Analyst,
291,2003,Chemistry,Natural Sciences,,,,,Vacuum Therapeutics,Founder,
286,2011,Chemistry,Natural Sciences,,,,,University of British Columbia,PhD Researcher,Education
663,2008,Languages and Literature,Interdisciplinary,,,,,University of Illinois,Law Student,Law
271,2008,Chemistry,Natural Sciences,,,,,Univ. of Miami School of Medicine,Toxicologist,Healthcare
257,2016,Chemistry,Natural Sciences,,,,,New College of Florida,Campus Visit Coordinator,Education
281,2007,Chemistry,Natural Sciences,,,,,Lonza,Senior Manager,
278,2016,Chemistry,Natural Sciences,,,,,Aetion,Scientist,
289,2013,Chemistry,Natural Sciences,,,,,University of Oregon,Graduate Teaching Fellow,Education
288,2013,Chemistry,Natural Sciences,,,,,Concentric Sky,Software Engineer,Software
282,2011,Chemistry,Natural Sciences,,,,,Intel,Process Engineer,Software
668,2013,Literature,Humanities,,,,,Feld Entertainment,Senior Copy Editor,Entertainment
287,2006,Chemistry,Natural Sciences,,,,,Paraxel,Medical Research Associate,Medical Research
675,2012,Literature,Humanities,,,,,IMG Pendelton Academy,Executive Assistant/Tutoring Coordinator,Education
307,2012,Chinese Language and Culture,Humanities,,,,,Nanjing University,Student,Education
308,2011,Chinese Language and Culture,Humanities,,,,,"Gao's Cabinet's, INC",Designer / Office Assistant,Home Improvement
309,2013,Chinese Language and Culture,Humanities,,,,,Misawa City Board of Education,Assistant English Teacher,Education
678,2011,Literature,Humanities,,,,,LT Apparel,Receptionist,Retail
666,2013,Literature,Humanities,,,,,Self Employed,Au Pair,Education
314,2006,Classics,Humanities,,,,,Oberlin College,,Education
315,2003,Classics,Humanities,,,,,New College of Florida,Library Accountant,Education
316,2004,Classics,Humanities,,,,,G&M Marine,Claims Manager,Marine
1036,2011,Humanities,Humanities,,,,,The Lawrence J. Schoenberg Database of Manuscripts,Senior Researcher,Research
318,2002,Classics,Humanities,,,,,Hamilton College,Assistant Professor of Classics,Education
319,2016,Classics,Humanities,,,,,UniGroup,Principal Data Scientist,Data Science
311,2003,Classics,Humanities,,,,,unknown,,
312,2009,Classics,Humanities,,,,,Jane Bancroft Cook Library,Digital Imaging Technician,Library
800,2006,Philosophy,Humanities,,,,,Credit Union,Research Analyst,Research
680,2003,Literature,Humanities,,,,,Graded-American School of Sao Paulo,Teacher,Education
317,2009,Classics,Humanities,,,,,Starbucks,Barista,Food Service
313,2008,Classics,Humanities,,,,,"Shumaker, Loop & Kendrick, LLP",Attorney at Law,Attorney
674,2013,Literature,Humanities,,,,,Colliers International,Digital Marketing Specialist,Real Estate
684,2016,Literature,Humanities,,,,,Unknown,,Marketing
326,2017,Computer Science,Natural Sciences,,,,,Uber,Software Engineer,Software
331,2020,Computer Science,Natural Sciences,,,,,Prodigy Information Technologies,Software Developer,Software
334,2011,Computer Science,Natural Sciences,,,,,Cisco Systems,Software Engineer,IT Communications
324,2020,Computer Science,Natural Sciences,,,,,Comcast,Software Engineer,Software
673,2014,Literature,Humanities,,,,,Petro Global News,Head Writer,Media
329,2020,Computer Science,Natural Sciences,,,,,University of Illinois at Urbana-Champaign,Graduate Teaching Assistant,Education
328,2020,Computer Science,Natural Sciences,,,,,The Palms At Indian Head,General Manager,
330,2020,Computer Science,Natural Sciences,,,,,Passage Technology,Software Developer,Software
335,2010,Computer Science,Natural Sciences,,,,,Collaborate MD,Software Engineer,Information Technology
336,2006,Computer Science,Natural Sciences,,,,,Pegasus Imaging,Software Engineer,Imaging
327,2020,Computer Science,Natural Sciences,,,,,The Climate Corporation,iOS Software Engineer,Software
325,2016,Computer Science,Natural Sciences,,,,,Amazon,Software Engineer,Software
333,2009,Computer Science,Natural Sciences,,,,,"University of California, Berkeley",Graduate Student Researcher and Instructor,Education
337,2013,Biology,,,,,,Ohio Water Resources Center,Grad Administrative Assistant,
1075,2002,Social Sciences,Social Sciences,,,,,NY Board of Education,Spec. Ed Teacher,Education
709,2003,Marine Biology,Natural Sciences,,,,,unknown,,
340,2014,Biology,Natural Sciences,,,,,Florida Museum of Natural History,Environmental Archaeology Collections Assistant,
713,2012,Marine Biology,Natural Sciences,,,,,Animal Rescue Coalition,Program Manager,Non Profit
711,2016,Marine Biology,Natural Sciences,,,,,GNS Electric Inc,Office Manager,
380,2013,Economics,Social Sciences,,,,,Goldfarb & Lipman,Attorney,Law
379,2009,Economics,Social Sciences,,,,,BBUA Compass,Banker,Financial Services
367,2013,Economics,Social Sciences,,,,,Kroll,Transfer Pricing Senior Associate,
381,2010,Economics,Social Sciences,,,,,Smithsonian,Independent Contractor,
348,2012,Economics,Social Sciences,,,,,MeetElise,COO/CFO,
346,2016,Economics,Social Sciences,,,,,Savino & Miller Design Studio,Business Development & Marketing Manager,Marketing
721,2009,Mathematics,Natural Sciences,,,,,Next Games,Senior Data Scientist,Data Science
344,2010,Economics,Social Sciences,,,,,Eversheds Sutherland (US) LLP,,
355,2019,Economics,Social Sciences,,,,,Whole Foods Market,Retail Data Operations Specialist,Retail
345,2013,Economics,Social Sciences,,,,,Polston Applied Technologies LLC,Market Research Analyst Intern,
357,2002,Economics,Social Sciences,,,,,Ropes & Gray LLP,Associate,Law
353,2008,Economics,Social Sciences,,,,,American Civil Liberties Union (ACLU),Law Clerk,Law
347,2010,Economics,Social Sciences,,,,,Flexport,"Trade Manager, Allocation & Yield",
875,2004,Political Science,Social Sciences,,,,,Hirschen Singer & Epstein LLP,Partner,
1084,2011,Sociology,Social Sciences,,,,,Longhorn Steakhouse,Host,Food Service
725,2008,Mathematics,Natural Sciences,,,,,Unknown,,Software
350,2010,Economics,Social Sciences,,,,,Albert-Ludwigs Universität Freiburg,Graduate Student,Education
342,2005,Economics,Social Sciences,,,,,Remy Moose Manley LLP,Summer Associate,Environmental Law
343,2006,Economics,Social Sciences,,,,,Smart Data Science Solutions,Founder and Priciple Data Scientist,Business
366,2009,Economics,Social Sciences,,,,,PowerDMS,Software Engineer,Software
723,2002,Mathematics,Natural Sciences,,,,,unknown,,
733,2005,Medieval & Renaissance Studies,Interdisciplinary,,,,,Jefferson Middle/High School,Social Studies Teacher,Education
356,2002,Economics,Social Sciences,,,,,Wood Asset Management,Equity Research Analyst,Financial Services
369,2010,Economics,Social Sciences,,,,,Ideal Properties Group,Multimedia Designer,Arts
362,2004,Economics,Social Sciences,,,,,Good Steward Financial,Owner and Counselor,Financial Services
358,2008,Economics,Social Sciences,,,,,RONCO Consulting Corporation,Proposal Manager,Government
744,2015,Music,Humanities,,,,,New College Foundation,Alumnae/i and Special Projects Coordinator,Non Profit
361,2015,Economics,Social Sciences,,,,,Global Ordnance LLC,Staff Accountant,
378,2008,Economics,Social Sciences,,,,,self employed,Artist - octopus jewelry,Arts
375,2003,Economics,Social Sciences,,,,,"Mariah Holder, Esq.",Sole Practicioner,Law
351,2012,Economics,Social Sciences,,,,,Government Accountability Office,Senior Economist,Government
738,2007,Music,Humanities,,,,,health adventure,Musician/Composer,Music
854,2003,Political Science,Social Sciences,,,,,Buchanan Angeli Altschul & Sullivan LLP,Paralegal,Law
745,2004,Music,Humanities,,,,,HealthMetrics Partners,Analyst,Healthcare Services
966,2017,Psychology,Social Sciences,,,,,Tastefulbellys,Co-Founder,
352,2003,Economics,Social Sciences,,,,,Marker Jen,Owner,Arts
360,2003,Economics,Social Sciences,,,,,Smoking Goat Epicurean Arts / High Cove / Next Level Technol,Personal Chef,Food and Lodging
1087,2010,Sociology,Social Sciences,,,,,Geoffrey Vitiello Design,Freelance Designer,Arts
372,2002,Economics,Social Sciences,,,,,"Morgan Stanley, Inc.",Financial Advisor,Financial Services
359,2005,Economics,Social Sciences,,,,,Hill Ward Henderson,Associate Attorney,Law
341,2009,Economics,Social Sciences,,,,,italist,Head of Growth Marketing,Marketing
365,2013,Economics,Social Sciences,,,,,Zip-Loc of SW Florida,Flooring,Construction
374,2011,Economics,Social Sciences,,,,,Lundbeck,Neurology Account Rep,Pharmaceutical
740,2012,Music,Humanities,,,,,Lee County School District,Teacher,Education
370,2009,Economics,Social Sciences,,,,,MailChimp,Senior Product Analyst,
371,2006,Economics,Social Sciences,,,,,Alternatives Federal Credit Union,Director of Development,
512,2004,Interdisciplinary,Interdisciplinary,,,,,Unknown,Teacher / secondary,Education
376,2012,Economics,Social Sciences,,,,,United Healthcare,Associate Data Engineer,Information Technology
363,2013,Economics,Social Sciences,,,,,unknown,Intern,
364,2014,Economics,Social Sciences,,,,,Planned Parenthood,Call Center Representitive,Non Profit
757,2013,Natural Sciences,Natural Sciences,,,,,Star2Star Communications,Data Scientist,Data Science
373,2013,Economics,Social Sciences,,,,,Greenspace Financial,Founder & Financial Advisor,
377,2018,Economics,Social Sciences,,,,,"Stofel & Associates Realty, Inc",Realtor & Office Manager,Real Estate
774,2013,Natural Sciences,Natural Sciences,,,,,Freelance reporter,,
414,2010,English,Humanities,,,,,Columbia College Chicago,Graduate Student & Published Author,Education
777,2013,Natural Sciences,Natural Sciences,,,,,Self Employed,,
422,2011,English,Humanities,,,,,MemberClicks,Site Reliability Engineer,Software
419,2010,English,Humanities,,,,,New College - Black Box Theatre,Technical Director,
423,2016,English,Humanities,,,,,Freelance writer,Freelance writer,Media
421,2012,English,Humanities,,,,,The Maryland Multi-Housing Association,Marketing Director,Non Profit
416,2014,English,Humanities,,,,,Unknown,,Non Profit
420,2019,English,Humanities,,,,,Webstaurantstore.com,Content Writer,
418,2015,English,Humanities,,,,,Informa Markets,Digital Marketing Manager,Marketing
772,2015,Natural Sciences,Natural Sciences,,,,,Reynolds and Reynolds Company,Software Developer,Computer Software
415,2015,English,Humanities,,,,,Sunshine Home Montessori School,Montessori English Teacher,Education
425,2020,English,Humanities,,,,,Nuovo Bride Magazine and Events,Social Media Manager (freelance),Media
424,2014,English,Humanities,,,,,State College of Florida Foundation,Alumni Coordinator,Education
763,2015,Natural Sciences,Natural Sciences,,,,,Jewish National Health,Bioinformatics Program,Medical
417,2011,English,Humanities,,,,,YourMembership,Quality Assurance Engineer,Software
537,2005,German Language and Literature,Humanities,,,,,University of Passau,University lecturer,Education
776,2013,Natural Sciences,Natural Sciences,,,,,Guitar Center,Sales Associate,Retail
426,2011,English,Humanities,,,,,Unknown,Editor,Publishing
413,2010,English,Humanities,,,,,Micro Focus International,,Marketing
412,2014,English,Humanities,,,,,Equivity,Virtual Marketing Assistant,Marketing
428,2013,English,Humanities,,,,,Shipping,Processor,Shipping
427,2014,English,Humanities,,,,,University of Mississippi,Teaching Assistant,Education
435,2008,Biology,Natural Sciences,,,,,Yale School of Forestry & Environmental Studies,Research Assistant,Education
781,2020,Neuroscience,Interdisciplinary,,,,,Roskamp Institute,Research Assistant,Research
780,2012,Neuroscience,Interdisciplinary,,,,,Student Business Services CO-OP of Sarasota at Copytalk,Scribe and Quality Assurance,
439,2012,Environmental Studies,Interdisciplinary,,,,,Ace Hardware,Marketing Manager,Retail
785,2016,Neuroscience,Interdisciplinary,,,,,University of Washington - School of Medicine,Graduate Research Assistant,Education
779,2020,Neuroscience,Interdisciplinary,,,,,SystImmune,Research Associate II,Research
778,2016,Neuroscience,Interdisciplinary,,,,,Boston University - CTE Center,Research Assistant,
790,2013,"Theater, Dance and Performance Studies",Humanities,,,,,Fuzion Dance,Dancer,Entertainment
1154,2002,Art,Humanities,,,,,Image One Corporation,Marketing Consultant,Business Consulting
796,2015,Philosophy,Humanities,,,,,Whole Foods Market,,
546,2009,History,Social Sciences,,,,,Blue Sky Agency,Media Supervisor,Media
1157,2002,Art,Humanities,,,,,Wheaton College,Associate Professor of Art,Education
795,2011,Philosophy,Humanities,,,,,"Katz, Marshall & Banks LLP",Associate,Law
802,2007,Philosophy,Humanities,,,,,Valencia College,Professor,Education
565,2007,History,Social Sciences,,,,,VidIQ,Co-Founder,Marketing
562,2006,History,Social Sciences,,,,,Florida Holocaust Museum,Curatorial Affairs Department Coordinator,
946,2010,Psychology,Social Sciences,,,,,Antioch University Seattle,Enrollment Services Coordinator,Education
799,2004,Philosophy,Humanities,,,,,University of Chicago,Graduate Student,Education
798,2011,Philosophy,Humanities,,,,,Unknown,,Financial Services
797,2005,Philosophy,Humanities,,,,,Environmental Law & Policy Center,Staff Attorney,Law
561,2011,History,Social Sciences,,,,,A Better Chance for Our Children,Caseworker,
809,2003,Philosophy,Humanities,,,,,University of Toronto,Assistant Professor,Education
792,2004,Philosophy,Humanities,,,,,"CIRCOR International, Inc.",Legal Intern,Law
791,2008,Philosophy,Humanities,,,,,Amazon Conservation Team,GIS and Web Development Coordinator,Non Profit
803,2013,Philosophy,Humanities,,,,,Solution Skills Inc,Test Prep Tutoring,Education
955,2012,Psychology,Social Sciences,,,,,Community Assisted & Supported Living Inc,Supportive Housing Program Mgr,Non Profit
804,2018,Philosophy,Humanities,,,,,"W.W. Norton & Company, Inc.",Editorial Asst. for Political Science Media,
806,2009,Philosophy,Humanities,,,,,Family Partnership Center,Parenting Educator,
472,2008,Environmental Studies,Interdisciplinary,,,,,NYC Department of Parks and Recreation,Resource Analyst,Government
451,2005,Environmental Studies,Interdisciplinary,,,,,U.S. Fish and Wildlife Services,Biologist (Endangered Species),Environmental Services
805,2014,Philosophy,Humanities,,,,,Herald Tribune Media,Staff Writer,Media
830,2006,Physics,Natural Sciences,,,,,Argelander Institut fuer Astronomie,PhD Candidate,Education
585,2002,Humanities,Humanities,,,,,Herald-Tribune Media Group,Copy Editor/Web Manager,Journalism
824,2010,Physics,Natural Sciences,,,,,The University of Texas at Austin,Graduate Research Assistant,Education
825,2002,Physics,Natural Sciences,,,,,methownet.com,Network Specialist and Programmer,Software
470,2012,Environmental Studies,Interdisciplinary,,,,,Spiral Samurai,Creative Director,Performing Arts
471,2006,Environmental Studies,Interdisciplinary,,,,,Myler Disability,Attorney,Law
484,2015,Environmental Studies,Interdisciplinary,,,,,Orange County Environmental Protection Division,GIS Intern,Government
623,2004,Humanities,Humanities,,,,,Appalachian State Unviersity,Research Associate for Teacher Education Assessmen,Education
821,2013,Physics,Natural Sciences,,,,,Shenzhen Education Bureau,Foreign Language Teacher,Education
828,2007,Physics,Natural Sciences,,,,,Cornell University,Research Associate,Education
463,2013,Environmental Studies,Interdisciplinary,,,,,El Greco Cafe,Hostess,Food and Lodging
464,2006,Environmental Studies,Interdisciplinary,,,,,SomaGaia,"Bodyworker, Yoga Instructor, Somatic Env. Educ.",Health & Fitness
477,2012,Environmental Studies,Interdisciplinary,,,,,Guest Services Inc,Bartender,Services
450,2012,Environmental Studies,Interdisciplinary,,,,,Mise en Place Catering,Server,Food Service
479,2012,Environmental Studies,Interdisciplinary,,,,,Fluke Corporation,Global Product Marketing Manager,Marketing
454,2009,Environmental Studies,Interdisciplinary,,,,,Leesburg Public Library,Young Adult Librarian,Library
481,2007,Environmental Studies,Interdisciplinary,,,,,Duvall County Public Schools,Teacher,Education
482,2003,Environmental Studies,Interdisciplinary,,,,,"USDA, NRCS",Soil Conservationist,Environmental Services
862,2016,Political Science,Social Sciences,,,,,Rollins College,Assoc. Director of Volunteer & Class Engagement,
634,2004,Humanities,Humanities,,,,,"Green Mountain Care Board, State of Vermont",Health Care Policy Analyst,Health Care Consulting
855,2009,Political Science,Social Sciences,,,,,Broward County Commission,Chief of Staff,
869,2005,Political Science,Social Sciences,,,,,"Intermex Wire Transfer, LLC",Treasury Operations Analyst,
474,2015,Environmental Studies,Interdisciplinary,,,,,American Museum of Natural History,Museum Educator Supervisor,Museums and Institutions
483,2013,Environmental Studies,Interdisciplinary,,,,,Audra Locicero Photography,Freelance Photographer,Arts
476,2013,Environmental Studies,Interdisciplinary,,,,,Phillies Bidge Farm Project,Apprentice,Non Profit
970,2013,Psychology,Social Sciences,,,,,The Smile,Catering Manager,Photography
870,2004,Political Science,Social Sciences,,,,,Florida Dept. of Environmental Protection,Program Administrator,Government
633,2015,Humanities,Humanities,,,,,AmeriCorps,AmeriCorps Member,Non Profit
619,2012,Humanities,Humanities,,,,,Coffee Shop,,
917,2012,Psychology,Social Sciences,,,,,Starbucks,Store Manager,Food and Lodging
918,2012,Psychology,Social Sciences,,,,,"Coastal Behavioral Health, INC.",Screener,Healthcare
608,2003,Humanities,Humanities,,,,,Sarasota Herald Tribune,Reporter,Journalism
596,2009,Humanities,Humanities,,,,,Kelly Educational Staffing,Substitute Teacher,Education
868,2002,Political Science,Social Sciences,,,,,Gunster,Attorney in Immigration Practice Group,Attorney
630,2006,Humanities,Humanities,,,,,"Quadrant 2, Inc.",Software Developer,Information Technology
856,2007,Political Science,Social Sciences,,,,,Bloomberg BNA,,Law
613,2008,Humanities,Humanities,,,,,"Bronx School for Law, Government and Justice",Special Education Teacher,Education
590,2007,Humanities,Humanities,,,,,American Youth Symphony,Development and Audience Relations Coordinator,Non Profit
497,2013,French,Humanities,,,,,TAPIF,Teaching Assistant,Education
874,2016,Political Science,Social Sciences,,,,,Benchmark Mercant Solutions,Client Relations Manager,
591,2004,Humanities,Humanities,,,,,University of Alaska,Graduate Teaching Assistant,Education
592,2013,Humanities,Humanities,,,,,Reflex Arts,Dance and Fitness Instructor,Health & Fitness
743,2007,Music,Humanities,,,,,Decoded Advertising,Senior Motion Artist,Arts
974,2008,Psychology,Social Sciences,,,,,Bay Pines Healthcare System,Director of Whole Health Services,Medical
598,2011,Humanities,Humanities,,,,,City College of New York,Educator/Graduate Student,Education
1120,2007,Sociology,Social Sciences,,,,,Powell Burke Psychotherapy,Psychotherapist,Psychotherapy
919,2012,Psychology,Social Sciences,,,,,Home Depot,Data Analyst,
629,2012,Humanities,Humanities,,,,,Freelance,Energy & Transportation Reporter,
978,2015,Psychology,Social Sciences,,,,,"Children First, Inc.",Family Advocate,Non Profit
967,2013,Psychology,Social Sciences,,,,,Unemployed,,
617,2018,Humanities,Humanities,,,,,PSL Services/STRIVE,Education Technician,Education
606,2013,Humanities,Humanities,,,,,Ann Savoy Cajun Anthology,Assistant Editor/Translator,
516,2002,Interdisciplinary,Interdisciplinary,,,,,Seeds of Change Mala,Founder/Owner,Retail
515,2009,Interdisciplinary,Interdisciplinary,,,,,Stanfords Restaurant,Bartender,Restaurant
527,2009,Interdisciplinary,Interdisciplinary,,,,,Business & Decision,Oracle Consultant,Business Consulting
513,2008,Interdisciplinary,Interdisciplinary,,,,,Rogue Promotions LLC,Owner,
508,2008,Interdisciplinary,Interdisciplinary,,,,,Coldwell Banker,Realtor,
514,2008,Interdisciplinary,Interdisciplinary,,,,,KUOW Public Radio,Producer,Media
526,2013,Interdisciplinary,Interdisciplinary,,,,,TAPIF,English Assistant,Education
509,2015,Interdisciplinary,Interdisciplinary,,,,,Sarasota Key Chorale,Arts Administration,Performing Arts
921,2009,Psychology,Social Sciences,,,,,Research Collective,Human Factors Researcher,
530,2004,Interdisciplinary,Interdisciplinary,,,,,Castle Group,Concierge,Hospitality
507,2008,Interdisciplinary,Interdisciplinary,,,,,Notarize Inc,Software QA Engineer,Software
506,2010,Interdisciplinary,Interdisciplinary,,,,,StoryKeep,Marketing and Communications Coordinator,Marketing
517,2010,Interdisciplinary,Interdisciplinary,,,,,Defenders of Wildlife,Recruiting Manager,
524,2011,Interdisciplinary,Interdisciplinary,,,,,UMass Amherst Center for Counseling & Psychological Health,,
525,2005,Interdisciplinary,Interdisciplinary,,,,,Bee Hunter Wine,Founder & Proprietor,
534,2002,Interdisciplinary,Interdisciplinary,,,,,LEED AP,Designer,Architecture
522,2009,Interdisciplinary,Interdisciplinary,,,,,University of Florida,Research Coordinator,Education
533,2016,Interdisciplinary,Interdisciplinary,,,,,Manatee County - Building and Development Services Dept,GIS Systems Analyst II,Government
532,2014,Interdisciplinary,Interdisciplinary,,,,,Americorp,Tutor / Teaching,Non Profit
531,2006,Interdisciplinary,Interdisciplinary,,,,,The Lunch Pad,Food Truck operator,
529,2013,Interdisciplinary,Interdisciplinary,,,,,Trustwave,,
511,2002,Interdisciplinary,Interdisciplinary,,,,,Chaturanga Holistic Fitness,Owner,Health & Fitness
510,2010,Interdisciplinary,Interdisciplinary,,,,,Unknown,Bike Mechanic,
536,2006,Interdisciplinary,Interdisciplinary,,,,,Habitat Suites Hotel,Front Desk Receptionist,Food and Lodging
519,2007,Interdisciplinary,Interdisciplinary,,,,,Park Associates,Research Analyst,Research
535,2004,Interdisciplinary,Interdisciplinary,,,,,Ra(y)ndomness Enterprises,Lifestyle Consultant,
518,2002,Interdisciplinary,Interdisciplinary,,,,,National Parks Conservation Association,California Desert Field Representative,
844,2002,Political Science,Social Sciences,,,,,US Agency for International Development,Contracting Officer,Government
836,2018,Political Science,Social Sciences,,,,,Husch Blackwell LLP,Client Development Strategist,Law
940,2006,Psychology,Social Sciences,,,,,America Scores Miami,,Nonprofit
520,2014,Interdisciplinary,Interdisciplinary,,,,,NSCAD University,Design Consultant,
926,2015,Psychology,Social Sciences,,,,,Thrive Media,Content Strategist,Media
939,2012,Psychology,Social Sciences,,,,,Fem Rouge Magazine,Marketing Director for start up company,Marketing
648,2010,International and Area Studies,Interdisciplinary,,,,,Mundo Verde PCS,Lead Teacher,Education
786,2019,Neuroscience,Interdisciplinary,,,,,Max Planck Florida Institute for Neuroscience,Postbac Research Fellow,
839,2010,Political Science,Social Sciences,,,,,Bonefish Grill,server,Food Service
664,2009,Interdisciplinary,Interdisciplinary,,,,,Unknown,,Library
543,2005,Spanish Language and Culture,Humanities,,,,,Smithsonian National Postal Museum,Public Programs Coordinator,Non Profit
846,2004,Political Science,Social Sciences,,,,,U.S. General Services Administration,Business & Industry Specialist,Government
554,2017,History,Social Sciences,,,,,WSLR Community Radio Station,Production/Programming Assistant,Media
1030,2006,Public Policy,Interdisciplinary,,,,,"Ropes & Gray, LLP",Summer Associate,Law
838,2007,Political Science,Social Sciences,,,,,Ruane Attorneys at Law,Attorney,Law
681,2008,Literature,Humanities,,,,,Mutt Industries,Copywriter/Community Manager,Arts
553,2002,History,Social Sciences,,,,,Grapevine Communications,Webmaster,Software
852,2015,Political Science,Social Sciences,,,,,Rosemary Birthing Home,,Medical
566,2004,History,Social Sciences,,,,,Sarah Suski Design,"Owner, Graphic Designer",Technology
550,2016,History,Social Sciences,,,,,Library of Congress,,Museums and Institutions
950,2009,Psychology,Social Sciences,,,,,Memorial Sloan Kettering,Research Study Assistant,Medical
682,2011,Literature,Humanities,,,,,Maryland Historical Society,Development Coordinator,Development
558,2012,History,Social Sciences,,,,,Asolo Theatre,Graphic Design Associate,Entertainment
948,2010,Psychology,Social Sciences,,,,,The Miriam Hospital,Research Assistant,Healthcare
544,2006,History,Social Sciences,,,,,New College of Florida,Assoc Director Prospect Management,Non Profit
686,2005,Literature,Humanities,,,,,Congressional Quarterly,Deputy Editor,Media
