"","ID","GRAD_YEAR","AOC_num","AOC","DIVISION","Industry","Position","Org_Name"
"581",124,2008,"1","Art History","Humanities","Law","Assistant District Attorney","Galveston County District Attorney"
"582",116,2002,"1","Art History","Humanities","Banking","Assistant General Counsel","Bank of America"
"583",861,2013,"1","Political Science","Social Sciences","Government","Legislative Research Assistant","Florida House of Representatives"
"584",496,2006,"1","French","Humanities","Library","Librarian","Boston Public Library"
"585",863,2008,"1","Political Science","Social Sciences","Human Resources","Data & Target Manager","Information Staffing Services Inc (State Voices)"
"586",123,2013,"1","Art History","Humanities","Museums and Institutions","Assistant Registrar","Museum of Arts and Design"
"587",246,2007,"1","English","Humanities","Public Relations","Marketing Writer","Spiralgroup"
"588",121,2005,"1","Art History","Humanities","Textiles","Sales/Service Representative","Customink.com"
"589",122,2019,"1","Art History","Humanities","Museums and Institutions","Curatorial Assistant","Sarasota Museum of Art"
"590",152,2007,"1","Chemistry","Natural Sciences","Education","Graduate Assistant","University of South Florida"
"591",145,2004,"1","Chemistry","Natural Sciences","Healthcare","Corporate Counsel","Shriners Hospitals for Children"
"592",142,2018,"1","Chemistry","Natural Sciences","Higher education","Research Assistant (part-time)","The Hebrew University of Jerusalem"
"593",147,2020,"1","Chemistry","Natural Sciences","Higher education","Supplemental Instruction Specialist","State College of Florida-Manatee-Sarasota"
"594",146,2012,"1","Chemistry","Natural Sciences","Medical","virology research lab assistant","National Institute of Health"
"595",138,2005,"1","Chemistry","Natural Sciences","Agriculture","Agriculture Resource Educator","Cornell Cooperative Extension"
"596",151,2010,"1","Chemistry","Natural Sciences","Services","Americorps Resource Coordinator","Spectrum Youth and Family Services"
"597",153,2012,"1","Chemistry","Natural Sciences","Medical","post-baccalaureate research","National Cancer Institute"
"598",150,2013,"1","Chemistry","Natural Sciences","Medical","Medical assistant","University of South Carolina"
"599",144,2010,"1","Chemistry","Natural Sciences","Healthcare","Clinical Fellow OBGYN","Brigham and Women's Hospital"
"600",141,2014,"1","Chemistry","Natural Sciences","Non Profit","Corps Member","Americorps"
"601",149,2016,"1","Chemistry","Natural Sciences","Education","Graduate Research Assistant","University of Florida"
"602",163,2007,"1","Biopsychology","Interdisciplinary","Medical","Senior Clinical Trial Coordinator","PRA Health Sciences Assigned to Merck"
"603",165,2009,"1","Biopsychology","Interdisciplinary","Healthcare","Physician-Aerospace Medicine Resident","Naval Aerospace Medical Institute"
"604",158,2013,"1","Biopsychology","Interdisciplinary","Education","Admissions Work Study","Unknown"
"605",160,2005,"1","Biopsychology","Interdisciplinary","Services","General Manager","Regal Entertainment Group"
"606",164,2009,"1","Biopsychology","Interdisciplinary","Healthcare","ARNP","Cowlitz Family Health Center"
"607",155,2006,"1","Biopsychology","Interdisciplinary","Education","Teaching & Research Assistant","Cornell University"
"608",521,2002,"1","Interdisciplinary","Interdisciplinary","Education","Librarian","Jacksonville Library System"
"609",528,2002,"1","Interdisciplinary","Interdisciplinary","Law","Law Office Manager","P. Scott Russell P.A."
"610",523,2007,"1","Interdisciplinary","Interdisciplinary","Non Profit","Student & Clinical Social Work intern","UCSF Alliance Health Project"
"611",211,2012,"1","Biology","Natural Sciences","Research","Fulbright Scholar-Chem","Fulbright"
"612",182,2010,"1","Biology","Natural Sciences","Healthcare","Postdoctoral Fellow","Moffitt Cancer Center"
"613",276,2002,"1","Chemistry","Natural Sciences","Software Design","Software Developement Manager","Star2Star Communications"
"614",837,2011,"1","Political Science","Social Sciences","Media","Reporter","Gizmodo"
"615",539,2007,"1","German Language and Literature","Humanities","Education","Teaching","Unknown"
"616",168,2006,"1","Biology","Natural Sciences","Education","PhD Candidate","University of Chicago (Ecology & Evolution Dept)"
"617",541,2007,"1","Spanish Language and Culture","Humanities","Law",NA,"Intraespa Inc."
"618",171,2006,"1","Biology","Natural Sciences","Education","Science Teacher","Southside Community School"
"619",555,2006,"1","History","Social Sciences","Law","Attorney","State Attorney"
"620",177,2002,"1","Biology","Natural Sciences","Education","Research Specialist","University of Wisconsin at Madison"
"621",556,2002,"1","History","Social Sciences","Government","Copyright Acquisitions Librarian","Library of Congress"
"622",547,2011,"1","History","Social Sciences","Education","High School Teacher","Chamberlain High School"
"623",194,2008,"1","Biology","Natural Sciences","Education","Independent Tutor","Stacey Loves Science"
"624",169,2012,"1","Biology","Natural Sciences","Education","Graduate Student Researcher","University of Wisconsin-Madison"
"625",180,2009,"1","Biology","Natural Sciences","Healthcare","Osteopathic Physician","Mountain Region Family Medicine PC"
"626",186,2005,"1","Biology","Natural Sciences","Environmental Science","Project Manager","Trout Unlimited"
"627",187,2007,"1","Biology","Natural Sciences","Healthcare","Postdoctoral Fellow","U. of FL Pain Research & Intervention Ctr of Excellence"
"628",188,2004,"1","Biology","Natural Sciences","Government","Renewable Energy Program Specialist","Bureau of Ocean Energy Management"
"629",184,2014,"1","Biology","Natural Sciences","Education","Teaching Assistant","Western Carolina University"
"630",174,2018,"1","Biology","Natural Sciences","Education","Biology Teacher","F.W. Bucholz High School"
"631",178,2008,"1","Biology","Natural Sciences","Medicine","Small Animal Veterinary Technician","Banfield Pet Hospital"
"632",549,2013,"1","History","Social Sciences","Non Profit","Finance, Administrative Program Manager","East Bay Community Foundation"
"633",166,2002,"1","Biology","Natural Sciences","Environmental Science","Research Scientist","Fish and Wildlife Research Institute"
"634",193,2010,"1","Biology","Natural Sciences","Museums and Institutions","Archivist","FL Museum of Natural History"
"635",167,2003,"1","Biology","Natural Sciences","Healthcare","Physical Therapist","Benjamin Zolper MD"
"636",208,2010,"1","Biology","Natural Sciences","Education","Student Assistant","Ringling College of Art & Design"
"637",170,2007,"1","Biology","Natural Sciences","Healthcare","Veterinary Asst.","Wellington Veterinary Clinic"
"638",198,2006,"1","Biology","Natural Sciences","Education","Graduate Assistant","New York University"
"639",185,2004,"1","Biology","Natural Sciences","City/County/State","Environmental Specialist","Sarasota County"
"640",175,2008,"1","Biology","Natural Sciences","Banking","Project Manager","Regions Bank"
"641",204,2004,"1","Biology","Natural Sciences","Education","Post-Doc Lecturer","University of Missouri-Columbia"
"642",179,2006,"1","Biology","Natural Sciences","Healthcare","Physician's Assistant","Florida Digestive Health Specialists"
"643",192,2003,"1","Biology","Natural Sciences","Healthcare","Nurse Practicioner","unknown"
"644",197,2013,"1","Biology","Natural Sciences","Non Profit","""Americop""","Americorp"
"645",196,2012,"1","Biology","Natural Sciences","Dentistry","dentist","Unknown"
"646",200,2003,"1","Biology","Natural Sciences","Education","Biological Scientist","University of Florida"
"647",581,2015,"1","Humanities","Humanities","Education / Training","English Tutor","Sarasota Literacy Council"
"648",176,2002,"1","Biology","Natural Sciences","Healthcare","Physician","Sound Family Medicine"
"649",195,2010,"1","Biology","Natural Sciences","Healthcare",NA,"Hail Plantation Animal Clinic"
"650",586,2019,"1","Humanities","Humanities","Education","Teacher Assistant","Shorecrest Preparatory School"
"651",209,2005,"1","Biology","Natural Sciences","Research","Environmental Scientist","Unknown"
"652",207,2013,"1","Biology","Natural Sciences","Government","Peace Corps Volunteer","Peace Corps"
"653",595,2002,"1","Humanities","Humanities","Research","Artist in Residence","Boston Biomedical Research Institute"
"654",173,2002,"1","Biology","Natural Sciences","Environmental Services","Program Coordinator","National Oceanic and Atmospheric Administration"
"655",230,2013,"1","Biology","Natural Sciences","Education","Private Tutor","Steady Point"
"656",233,2011,"1","Biopsychology","Interdisciplinary","Medical","Veterinary Technician","Jackson Veterinary Hospital"
"657",236,2013,"1","Biopsychology","Interdisciplinary","Non Profit","Intake Counselor","Women Against Abuse"
"658",235,2019,"1","Biopsychology","Interdisciplinary","Consulting","Asistant Consultant","The Center for Organizational Effectiveness"
"659",232,2003,"1","Biopsychology","Interdisciplinary","Entertainment","Developer","E.W. Scripps"
"660",611,2013,"1","Humanities","Humanities","Education","Art Teacher","Arts in Action"
"661",237,2017,"1","Biopsychology","Interdisciplinary","Retail","Aquatics Specialist","PetCo"
"662",231,2007,"1","Biopsychology","Interdisciplinary","Healthcare","Acupuncture Physician","Points of Health"
"663",349,2011,"1","Economics","Social Sciences","Construction","Installed Sales Manager","DeGeorge Room Improvement"
"664",621,2007,"1","Humanities","Humanities","Marketing","Director of Marketing","William Morris Endeavor"
"665",244,2003,"1","English","Humanities","Journalism","Writer","The Guardian"
"666",240,2007,"1","English","Humanities","Education","Administrative Assistant","University of Texas-Austin"
"667",241,2008,"1","English","Humanities","Education","Assistant Director of Libraries","Pasco Hernando Community College"
"668",245,2007,"1","English","Humanities","Education","Professor - English","Palm Beach State College"
"669",243,2003,"1","English","Humanities","IT Communications","Content Strategist","Eat Media"
"670",248,2002,"1","English","Humanities","Education","Librarian","Alexandria Public Library"
"671",593,2003,"1","Humanities","Humanities","Educational Services","English Teacher / Japan","Japan Exchange and Teaching Program"
"672",247,2005,"1","English","Humanities","Education","Software Engineer","Harvard University"
"673",238,2015,"1","English","Humanities","Marketing","Fundraising, Marketing & Communications Specialist","Soukup Strategic Solutions"
"674",239,2004,"1","English","Humanities","Non Profit","Student/Faculty, Researcher, Consultant","Case Western Reserve University"
"675",600,2015,"1","Humanities","Humanities","Music","Ticket Agent","Sarasota Orchestra"
"676",242,2006,"1","English","Humanities","Arts & Entertainment","Clown","Cheery the Clown"
"677",609,2016,"1","Humanities","Humanities","Education","Teacher of Record","Clemson University"
"678",605,2009,"1","Humanities","Humanities","IT Communications","Webmaster","USF-Sarasota-Manatee"
"679",739,2013,"1","Music","Humanities","Food and Lodging","Manager","Four Winds Cafe"
"680",616,2012,"1","Humanities","Humanities","Software","Software Development Lead","Driftcatcher LLC"
"681",604,2003,"1","Humanities","Humanities","Music",NA,"Jaymay Music"
"682",261,2005,"1","Chemistry","Natural Sciences","Medical","Orthopaedic Surgeon","HCA Healthcare"
"683",267,2010,"1","Chemistry","Natural Sciences","Education","Research Assistant","Massachusetts Institute of Technology"
"684",266,2011,"1","Chemistry","Natural Sciences","Education","Graduate Assistant","Johns Hopkins University"
"685",602,2002,"1","Humanities","Humanities","Public Relations","Mgr - Organizational Communication","Johnson & Johnson"
"686",618,2003,"1","Humanities","Humanities","Non Profit","Administration Officer","Alzheimer's Association Queensland"
"687",263,2013,"1","Chemistry","Natural Sciences","Research","Chemistry Research Assistant","Texas A&M University"
"688",265,2004,"1","Chemistry","Natural Sciences","Engineering","Staff Modeling Scientist / Engineering Manager","Quantcast"
"689",644,2014,"1","International and Area Studies","Interdisciplinary","Non Profit","Refugee/Child Social Work","Horn of Africa Services / Americorps"
"690",279,2005,"1","Chemistry","Natural Sciences","Medical Research","Research Technician","MIT Center for Cancer Research"
"691",1008,2004,"1","Psychology","Social Sciences","Data Science","Data Scientist","RTI International"
"692",646,2015,"1","International and Area Studies","Interdisciplinary","Real Estate","Real Estate Agent","Exit Bayshore Realty"
"693",1010,2005,"1","Psychology","Social Sciences","Healthcare","Resident Physician","University of South Alabama"
"694",284,2013,"1","Chemistry","Natural Sciences","Manufacturing","Optical Engineer","OSRAM"
"695",640,2011,"1","International and Area Studies","Interdisciplinary","Information Technology","Delivery Coordinator","CCG Analytics"
"696",285,2004,"1","Chemistry","Natural Sciences","Research","Senior Scientist II","L'Or<e9>al"
"697",264,2007,"1","Chemistry","Natural Sciences","Manufacturing","Director of NIF Capsule Production","General Atomics"
"698",647,2013,"1","International and Area Studies","Interdisciplinary","Law","Family Law Facilitator/Self-Help Center Attorney","Lake County Superior Court"
"699",262,2003,"1","Chemistry","Natural Sciences","Law","Attorney","Unknown"
"700",269,2008,"1","Chemistry","Natural Sciences","Medical","Dentist","Canopy Oak Dental"
"701",270,2008,"1","Chemistry","Natural Sciences","Healthcare","Neurology Resident","USF"
"702",942,2002,"1","Psychology","Social Sciences","Education","Ph.D Student / Exp. Psychology","Georgia Institute of Technology"
"703",272,2002,"1","Chemistry","Natural Sciences","Government","Staff Director","Fl. Senate Cmte on Environmental Preservation & Conservation"
"704",280,2003,"1","Chemistry","Natural Sciences","Education","Research Program Manager","University of Wisconsin-Madison"
"705",259,2002,"1","Chemistry","Natural Sciences","Religion","Missionary to West Africa","Dynamic International Ministry"
"706",258,2008,"1","Chemistry","Natural Sciences","Healthcare",NA,"Veterans health administration"
"707",275,2020,"1","Chemistry","Natural Sciences","Higher education","Coordinator for Student Success & Disability","New College of Florida"
"708",283,2003,"1","Chemistry","Natural Sciences","Education","PhD Candidate - Chemistry","Georgia Inst. of Technology"
"709",290,2005,"1","Chemistry","Natural Sciences","Medical","Hospitalist","First Physcians Group"
"710",286,2011,"1","Chemistry","Natural Sciences","Education","PhD Researcher","University of British Columbia"
"711",663,2008,"1","Languages and Literature","Interdisciplinary","Law","Law Student","University of Illinois"
"712",271,2008,"1","Chemistry","Natural Sciences","Healthcare","Toxicologist","Univ. of Miami School of Medicine"
"713",257,2016,"1","Chemistry","Natural Sciences","Education","Campus Visit Coordinator","New College of Florida"
"714",289,2013,"1","Chemistry","Natural Sciences","Education","Graduate Teaching Fellow","University of Oregon"
"715",288,2013,"1","Chemistry","Natural Sciences","Software","Software Engineer","Concentric Sky"
"716",282,2011,"1","Chemistry","Natural Sciences","Software","Process Engineer","Intel"
"717",668,2013,"1","Literature","Humanities","Entertainment","Senior Copy Editor","Feld Entertainment"
"718",287,2006,"1","Chemistry","Natural Sciences","Medical Research","Medical Research Associate","Paraxel"
"719",675,2012,"1","Literature","Humanities","Education","Executive Assistant/Tutoring Coordinator","IMG Pendelton Academy"
"720",307,2012,"1","Chinese Language and Culture","Humanities","Education","Student","Nanjing University"
"721",308,2011,"1","Chinese Language and Culture","Humanities","Home Improvement","Designer / Office Assistant","Gao's Cabinet's, INC"
"722",309,2013,"1","Chinese Language and Culture","Humanities","Education","Assistant English Teacher","Misawa City Board of Education"
"723",678,2011,"1","Literature","Humanities","Retail","Receptionist","LT Apparel"
"724",666,2013,"1","Literature","Humanities","Education","Au Pair","Self Employed"
"725",314,2006,"1","Classics","Humanities","Education",NA,"Oberlin College"
"726",315,2003,"1","Classics","Humanities","Education","Library Accountant","New College of Florida"
"727",316,2004,"1","Classics","Humanities","Marine","Claims Manager","G&M Marine"
"728",1036,2011,"1","Humanities","Humanities","Research","Senior Researcher","The Lawrence J. Schoenberg Database of Manuscripts"
"729",318,2002,"1","Classics","Humanities","Education","Assistant Professor of Classics","Hamilton College"
"730",319,2016,"1","Classics","Humanities","Data Science","Principal Data Scientist","UniGroup"
"731",312,2009,"1","Classics","Humanities","Library","Digital Imaging Technician","Jane Bancroft Cook Library"
"732",800,2006,"1","Philosophy","Humanities","Research","Research Analyst","Credit Union"
"733",680,2003,"1","Literature","Humanities","Education","Teacher","Graded-American School of Sao Paulo"
"734",317,2009,"1","Classics","Humanities","Food Service","Barista","Starbucks"
"735",313,2008,"1","Classics","Humanities","Attorney","Attorney at Law","Shumaker, Loop & Kendrick, LLP"
"736",674,2013,"1","Literature","Humanities","Real Estate","Digital Marketing Specialist","Colliers International"
"737",684,2016,"1","Literature","Humanities","Marketing",NA,"Unknown"
"738",326,2017,"1","Computer Science","Natural Sciences","Software","Software Engineer","Uber"
"739",331,2020,"1","Computer Science","Natural Sciences","Software","Software Developer","Prodigy Information Technologies"
"740",334,2011,"1","Computer Science","Natural Sciences","IT Communications","Software Engineer","Cisco Systems"
"741",324,2020,"1","Computer Science","Natural Sciences","Software","Software Engineer","Comcast"
"742",673,2014,"1","Literature","Humanities","Media","Head Writer","Petro Global News"
"743",329,2020,"1","Computer Science","Natural Sciences","Education","Graduate Teaching Assistant","University of Illinois at Urbana-Champaign"
"744",330,2020,"1","Computer Science","Natural Sciences","Software","Software Developer","Passage Technology"
"745",335,2010,"1","Computer Science","Natural Sciences","Information Technology","Software Engineer","Collaborate MD"
"746",336,2006,"1","Computer Science","Natural Sciences","Imaging","Software Engineer","Pegasus Imaging"
"747",327,2020,"1","Computer Science","Natural Sciences","Software","iOS Software Engineer","The Climate Corporation"
"748",325,2016,"1","Computer Science","Natural Sciences","Software","Software Engineer","Amazon"
"749",333,2009,"1","Computer Science","Natural Sciences","Education","Graduate Student Researcher and Instructor","University of California, Berkeley"
"750",1075,2002,"1","Social Sciences","Social Sciences","Education","Spec. Ed Teacher","NY Board of Education"
"751",713,2012,"1","Marine Biology","Natural Sciences","Non Profit","Program Manager","Animal Rescue Coalition"
"752",380,2013,"1","Economics","Social Sciences","Law","Attorney","Goldfarb & Lipman"
"753",379,2009,"1","Economics","Social Sciences","Financial Services","Banker","BBUA Compass"
"754",346,2016,"1","Economics","Social Sciences","Marketing","Business Development & Marketing Manager","Savino & Miller Design Studio"
"755",721,2009,"1","Mathematics","Natural Sciences","Data Science","Senior Data Scientist","Next Games"
"756",355,2019,"1","Economics","Social Sciences","Retail","Retail Data Operations Specialist","Whole Foods Market"
"757",357,2002,"1","Economics","Social Sciences","Law","Associate","Ropes & Gray LLP"
"758",353,2008,"1","Economics","Social Sciences","Law","Law Clerk","American Civil Liberties Union (ACLU)"
"759",1084,2011,"1","Sociology","Social Sciences","Food Service","Host","Longhorn Steakhouse"
"760",725,2008,"1","Mathematics","Natural Sciences","Software",NA,"Unknown"
"761",350,2010,"1","Economics","Social Sciences","Education","Graduate Student","Albert-Ludwigs Universit<e4>t Freiburg"
"762",342,2005,"1","Economics","Social Sciences","Environmental Law","Summer Associate","Remy Moose Manley LLP"
"763",343,2006,"1","Economics","Social Sciences","Business","Founder and Priciple Data Scientist","Smart Data Science Solutions"
"764",366,2009,"1","Economics","Social Sciences","Software","Software Engineer","PowerDMS"
"765",733,2005,"1","Medieval & Renaissance Studies","Interdisciplinary","Education","Social Studies Teacher","Jefferson Middle/High School"
"766",356,2002,"1","Economics","Social Sciences","Financial Services","Equity Research Analyst","Wood Asset Management"
"767",369,2010,"1","Economics","Social Sciences","Arts","Multimedia Designer","Ideal Properties Group"
"768",362,2004,"1","Economics","Social Sciences","Financial Services","Owner and Counselor","Good Steward Financial"
"769",358,2008,"1","Economics","Social Sciences","Government","Proposal Manager","RONCO Consulting Corporation"
"770",744,2015,"1","Music","Humanities","Non Profit","Alumnae/i and Special Projects Coordinator","New College Foundation"
"771",378,2008,"1","Economics","Social Sciences","Arts","Artist - octopus jewelry","self employed"
"772",375,2003,"1","Economics","Social Sciences","Law","Sole Practicioner","Mariah Holder, Esq."
"773",351,2012,"1","Economics","Social Sciences","Government","Senior Economist","Government Accountability Office"
"774",738,2007,"1","Music","Humanities","Music","Musician/Composer","health adventure"
"775",854,2003,"1","Political Science","Social Sciences","Law","Paralegal","Buchanan Angeli Altschul & Sullivan LLP"
"776",745,2004,"1","Music","Humanities","Healthcare Services","Analyst","HealthMetrics Partners"
"777",352,2003,"1","Economics","Social Sciences","Arts","Owner","Marker Jen"
"778",360,2003,"1","Economics","Social Sciences","Food and Lodging","Personal Chef","Smoking Goat Epicurean Arts / High Cove / Next Level Technol"
"779",1087,2010,"1","Sociology","Social Sciences","Arts","Freelance Designer","Geoffrey Vitiello Design"
"780",372,2002,"1","Economics","Social Sciences","Financial Services","Financial Advisor","Morgan Stanley, Inc."
"781",359,2005,"1","Economics","Social Sciences","Law","Associate Attorney","Hill Ward Henderson"
"782",341,2009,"1","Economics","Social Sciences","Marketing","Head of Growth Marketing","italist"
"783",365,2013,"1","Economics","Social Sciences","Construction","Flooring","Zip-Loc of SW Florida"
"784",374,2011,"1","Economics","Social Sciences","Pharmaceutical","Neurology Account Rep","Lundbeck"
"785",740,2012,"1","Music","Humanities","Education","Teacher","Lee County School District"
"786",512,2004,"1","Interdisciplinary","Interdisciplinary","Education","Teacher / secondary","Unknown"
"787",376,2012,"1","Economics","Social Sciences","Information Technology","Associate Data Engineer","United Healthcare"
"788",364,2014,"1","Economics","Social Sciences","Non Profit","Call Center Representitive","Planned Parenthood"
"789",757,2013,"1","Natural Sciences","Natural Sciences","Data Science","Data Scientist","Star2Star Communications"
"790",377,2018,"1","Economics","Social Sciences","Real Estate","Realtor & Office Manager","Stofel & Associates Realty, Inc"
"791",414,2010,"1","English","Humanities","Education","Graduate Student & Published Author","Columbia College Chicago"
"792",422,2011,"1","English","Humanities","Software","Site Reliability Engineer","MemberClicks"
"793",423,2016,"1","English","Humanities","Media","Freelance writer","Freelance writer"
"794",421,2012,"1","English","Humanities","Non Profit","Marketing Director","The Maryland Multi-Housing Association"
"795",416,2014,"1","English","Humanities","Non Profit",NA,"Unknown"
"796",418,2015,"1","English","Humanities","Marketing","Digital Marketing Manager","Informa Markets"
"797",772,2015,"1","Natural Sciences","Natural Sciences","Computer Software","Software Developer","Reynolds and Reynolds Company"
"798",415,2015,"1","English","Humanities","Education","Montessori English Teacher","Sunshine Home Montessori School"
"799",425,2020,"1","English","Humanities","Media","Social Media Manager (freelance)","Nuovo Bride Magazine and Events"
"800",424,2014,"1","English","Humanities","Education","Alumni Coordinator","State College of Florida Foundation"
"801",763,2015,"1","Natural Sciences","Natural Sciences","Medical","Bioinformatics Program","Jewish National Health"
"802",417,2011,"1","English","Humanities","Software","Quality Assurance Engineer","YourMembership"
"803",537,2005,"1","German Language and Literature","Humanities","Education","University lecturer","University of Passau"
"804",776,2013,"1","Natural Sciences","Natural Sciences","Retail","Sales Associate","Guitar Center"
"805",426,2011,"1","English","Humanities","Publishing","Editor","Unknown"
"806",413,2010,"1","English","Humanities","Marketing",NA,"Micro Focus International"
"807",412,2014,"1","English","Humanities","Marketing","Virtual Marketing Assistant","Equivity"
"808",428,2013,"1","English","Humanities","Shipping","Processor","Shipping"
"809",427,2014,"1","English","Humanities","Education","Teaching Assistant","University of Mississippi"
"810",435,2008,"1","Biology","Natural Sciences","Education","Research Assistant","Yale School of Forestry & Environmental Studies"
"811",781,2020,"1","Neuroscience","Interdisciplinary","Research","Research Assistant","Roskamp Institute"
"812",439,2012,"1","Environmental Studies","Interdisciplinary","Retail","Marketing Manager","Ace Hardware"
"813",785,2016,"1","Neuroscience","Interdisciplinary","Education","Graduate Research Assistant","University of Washington - School of Medicine"
"814",779,2020,"1","Neuroscience","Interdisciplinary","Research","Research Associate II","SystImmune"
"815",790,2013,"1","Theater, Dance and Performance Studies","Humanities","Entertainment","Dancer","Fuzion Dance"
"816",1154,2002,"1","Art","Humanities","Business Consulting","Marketing Consultant","Image One Corporation"
"817",546,2009,"1","History","Social Sciences","Media","Media Supervisor","Blue Sky Agency"
"818",1157,2002,"1","Art","Humanities","Education","Associate Professor of Art","Wheaton College"
"819",795,2011,"1","Philosophy","Humanities","Law","Associate","Katz, Marshall & Banks LLP"
"820",802,2007,"1","Philosophy","Humanities","Education","Professor","Valencia College"
"821",565,2007,"1","History","Social Sciences","Marketing","Co-Founder","VidIQ"
"822",946,2010,"1","Psychology","Social Sciences","Education","Enrollment Services Coordinator","Antioch University Seattle"
"823",799,2004,"1","Philosophy","Humanities","Education","Graduate Student","University of Chicago"
"824",798,2011,"1","Philosophy","Humanities","Financial Services",NA,"Unknown"
"825",797,2005,"1","Philosophy","Humanities","Law","Staff Attorney","Environmental Law & Policy Center"
"826",809,2003,"1","Philosophy","Humanities","Education","Assistant Professor","University of Toronto"
"827",792,2004,"1","Philosophy","Humanities","Law","Legal Intern","CIRCOR International, Inc."
"828",791,2008,"1","Philosophy","Humanities","Non Profit","GIS and Web Development Coordinator","Amazon Conservation Team"
"829",803,2013,"1","Philosophy","Humanities","Education","Test Prep Tutoring","Solution Skills Inc"
"830",955,2012,"1","Psychology","Social Sciences","Non Profit","Supportive Housing Program Mgr","Community Assisted & Supported Living Inc"
"831",472,2008,"1","Environmental Studies","Interdisciplinary","Government","Resource Analyst","NYC Department of Parks and Recreation"
"832",451,2005,"1","Environmental Studies","Interdisciplinary","Environmental Services","Biologist (Endangered Species)","U.S. Fish and Wildlife Services"
"833",805,2014,"1","Philosophy","Humanities","Media","Staff Writer","Herald Tribune Media"
"834",830,2006,"1","Physics","Natural Sciences","Education","PhD Candidate","Argelander Institut fuer Astronomie"
"835",585,2002,"1","Humanities","Humanities","Journalism","Copy Editor/Web Manager","Herald-Tribune Media Group"
"836",824,2010,"1","Physics","Natural Sciences","Education","Graduate Research Assistant","The University of Texas at Austin"
"837",825,2002,"1","Physics","Natural Sciences","Software","Network Specialist and Programmer","methownet.com"
"838",470,2012,"1","Environmental Studies","Interdisciplinary","Performing Arts","Creative Director","Spiral Samurai"
"839",471,2006,"1","Environmental Studies","Interdisciplinary","Law","Attorney","Myler Disability"
"840",484,2015,"1","Environmental Studies","Interdisciplinary","Government","GIS Intern","Orange County Environmental Protection Division"
"841",623,2004,"1","Humanities","Humanities","Education","Research Associate for Teacher Education Assessmen","Appalachian State Unviersity"
"842",821,2013,"1","Physics","Natural Sciences","Education","Foreign Language Teacher","Shenzhen Education Bureau"
"843",828,2007,"1","Physics","Natural Sciences","Education","Research Associate","Cornell University"
"844",463,2013,"1","Environmental Studies","Interdisciplinary","Food and Lodging","Hostess","El Greco Cafe"
"845",464,2006,"1","Environmental Studies","Interdisciplinary","Health & Fitness","Bodyworker, Yoga Instructor, Somatic Env. Educ.","SomaGaia"
"846",477,2012,"1","Environmental Studies","Interdisciplinary","Services","Bartender","Guest Services Inc"
"847",450,2012,"1","Environmental Studies","Interdisciplinary","Food Service","Server","Mise en Place Catering"
"848",479,2012,"1","Environmental Studies","Interdisciplinary","Marketing","Global Product Marketing Manager","Fluke Corporation"
"849",454,2009,"1","Environmental Studies","Interdisciplinary","Library","Young Adult Librarian","Leesburg Public Library"
"850",481,2007,"1","Environmental Studies","Interdisciplinary","Education","Teacher","Duvall County Public Schools"
"851",482,2003,"1","Environmental Studies","Interdisciplinary","Environmental Services","Soil Conservationist","USDA, NRCS"
"852",634,2004,"1","Humanities","Humanities","Health Care Consulting","Health Care Policy Analyst","Green Mountain Care Board, State of Vermont"
"853",474,2015,"1","Environmental Studies","Interdisciplinary","Museums and Institutions","Museum Educator Supervisor","American Museum of Natural History"
"854",483,2013,"1","Environmental Studies","Interdisciplinary","Arts","Freelance Photographer","Audra Locicero Photography"
"855",476,2013,"1","Environmental Studies","Interdisciplinary","Non Profit","Apprentice","Phillies Bidge Farm Project"
"856",970,2013,"1","Psychology","Social Sciences","Photography","Catering Manager","The Smile"
"857",870,2004,"1","Political Science","Social Sciences","Government","Program Administrator","Florida Dept. of Environmental Protection"
"858",633,2015,"1","Humanities","Humanities","Non Profit","AmeriCorps Member","AmeriCorps"
"859",917,2012,"1","Psychology","Social Sciences","Food and Lodging","Store Manager","Starbucks"
"860",918,2012,"1","Psychology","Social Sciences","Healthcare","Screener","Coastal Behavioral Health, INC."
"861",608,2003,"1","Humanities","Humanities","Journalism","Reporter","Sarasota Herald Tribune"
"862",596,2009,"1","Humanities","Humanities","Education","Substitute Teacher","Kelly Educational Staffing"
"863",868,2002,"1","Political Science","Social Sciences","Attorney","Attorney in Immigration Practice Group","Gunster"
"864",630,2006,"1","Humanities","Humanities","Information Technology","Software Developer","Quadrant 2, Inc."
"865",856,2007,"1","Political Science","Social Sciences","Law",NA,"Bloomberg BNA"
"866",613,2008,"1","Humanities","Humanities","Education","Special Education Teacher","Bronx School for Law, Government and Justice"
"867",590,2007,"1","Humanities","Humanities","Non Profit","Development and Audience Relations Coordinator","American Youth Symphony"
"868",497,2013,"1","French","Humanities","Education","Teaching Assistant","TAPIF"
"869",591,2004,"1","Humanities","Humanities","Education","Graduate Teaching Assistant","University of Alaska"
"870",592,2013,"1","Humanities","Humanities","Health & Fitness","Dance and Fitness Instructor","Reflex Arts"
"871",743,2007,"1","Music","Humanities","Arts","Senior Motion Artist","Decoded Advertising"
"872",974,2008,"1","Psychology","Social Sciences","Medical","Director of Whole Health Services","Bay Pines Healthcare System"
"873",598,2011,"1","Humanities","Humanities","Education","Educator/Graduate Student","City College of New York"
"874",1120,2007,"1","Sociology","Social Sciences","Psychotherapy","Psychotherapist","Powell Burke Psychotherapy"
